#ndep: 2897
#depth (km)   Vsh_arithmetic (km/s)   Vsh_geometric (km/s)
  1934.0           6.8977E+00              6.8969E+00
  1935.0           6.8982E+00              6.8974E+00
  1936.0           6.8987E+00              6.8979E+00
  1937.0           6.8992E+00              6.8984E+00
  1938.0           6.8997E+00              6.8990E+00
  1939.0           6.9003E+00              6.8995E+00
  1940.0           6.9008E+00              6.9000E+00
  1941.0           6.9013E+00              6.9005E+00
  1942.0           6.9018E+00              6.9010E+00
  1943.0           6.9023E+00              6.9015E+00
  1944.0           6.9028E+00              6.9020E+00
  1945.0           6.9033E+00              6.9025E+00
  1946.0           6.9039E+00              6.9031E+00
  1947.0           6.9044E+00              6.9036E+00
  1948.0           6.9049E+00              6.9041E+00
  1949.0           6.9054E+00              6.9046E+00
  1950.0           6.9060E+00              6.9051E+00
  1951.0           6.9065E+00              6.9057E+00
  1952.0           6.9070E+00              6.9062E+00
  1953.0           6.9076E+00              6.9067E+00
  1954.0           6.9081E+00              6.9073E+00
  1955.0           6.9086E+00              6.9078E+00
  1956.0           6.9092E+00              6.9084E+00
  1957.0           6.9097E+00              6.9089E+00
  1958.0           6.9102E+00              6.9094E+00
  1959.0           6.9108E+00              6.9100E+00
  1960.0           6.9113E+00              6.9105E+00
  1961.0           6.9119E+00              6.9111E+00
  1962.0           6.9124E+00              6.9116E+00
  1963.0           6.9130E+00              6.9121E+00
  1964.0           6.9135E+00              6.9127E+00
  1965.0           6.9141E+00              6.9132E+00
  1966.0           6.9146E+00              6.9138E+00
  1967.0           6.9152E+00              6.9144E+00
  1968.0           6.9157E+00              6.9149E+00
  1969.0           6.9163E+00              6.9155E+00
  1970.0           6.9169E+00              6.9160E+00
  1971.0           6.9175E+00              6.9166E+00
  1972.0           6.9180E+00              6.9172E+00
  1973.0           6.9186E+00              6.9178E+00
  1974.0           6.9192E+00              6.9183E+00
  1975.0           6.9197E+00              6.9189E+00
  1976.0           6.9203E+00              6.9195E+00
  1977.0           6.9209E+00              6.9201E+00
  1978.0           6.9215E+00              6.9206E+00
  1979.0           6.9221E+00              6.9212E+00
  1980.0           6.9226E+00              6.9218E+00
  1981.0           6.9232E+00              6.9224E+00
  1982.0           6.9238E+00              6.9230E+00
  1983.0           6.9244E+00              6.9236E+00
  1984.0           6.9250E+00              6.9242E+00
  1985.0           6.9256E+00              6.9248E+00
  1986.0           6.9262E+00              6.9254E+00
  1987.0           6.9268E+00              6.9260E+00
  1988.0           6.9274E+00              6.9266E+00
  1989.0           6.9280E+00              6.9272E+00
  1990.0           6.9286E+00              6.9278E+00
  1991.0           6.9292E+00              6.9284E+00
  1992.0           6.9299E+00              6.9290E+00
  1993.0           6.9305E+00              6.9296E+00
  1994.0           6.9311E+00              6.9302E+00
  1995.0           6.9317E+00              6.9308E+00
  1996.0           6.9323E+00              6.9315E+00
  1997.0           6.9329E+00              6.9321E+00
  1998.0           6.9335E+00              6.9327E+00
  1999.0           6.9341E+00              6.9333E+00
  2000.0           6.9348E+00              6.9339E+00
  2001.0           6.9354E+00              6.9346E+00
  2002.0           6.9360E+00              6.9352E+00
  2003.0           6.9366E+00              6.9358E+00
  2004.0           6.9372E+00              6.9364E+00
  2005.0           6.9379E+00              6.9370E+00
  2006.0           6.9385E+00              6.9377E+00
  2007.0           6.9391E+00              6.9383E+00
  2008.0           6.9397E+00              6.9389E+00
  2009.0           6.9403E+00              6.9395E+00
  2010.0           6.9410E+00              6.9401E+00
  2011.0           6.9416E+00              6.9408E+00
  2012.0           6.9422E+00              6.9414E+00
  2013.0           6.9428E+00              6.9420E+00
  2014.0           6.9434E+00              6.9426E+00
  2015.0           6.9440E+00              6.9432E+00
  2016.0           6.9447E+00              6.9438E+00
  2017.0           6.9453E+00              6.9445E+00
  2018.0           6.9459E+00              6.9451E+00
  2019.0           6.9465E+00              6.9457E+00
  2020.0           6.9471E+00              6.9463E+00
  2021.0           6.9477E+00              6.9469E+00
  2022.0           6.9483E+00              6.9475E+00
  2023.0           6.9489E+00              6.9481E+00
  2024.0           6.9495E+00              6.9487E+00
  2025.0           6.9501E+00              6.9493E+00
  2026.0           6.9507E+00              6.9499E+00
  2027.0           6.9513E+00              6.9505E+00
  2028.0           6.9519E+00              6.9511E+00
  2029.0           6.9525E+00              6.9517E+00
  2030.0           6.9531E+00              6.9523E+00
  2031.0           6.9537E+00              6.9529E+00
  2032.0           6.9543E+00              6.9535E+00
  2033.0           6.9549E+00              6.9541E+00
  2034.0           6.9555E+00              6.9547E+00
  2035.0           6.9561E+00              6.9553E+00
  2036.0           6.9567E+00              6.9559E+00
  2037.0           6.9573E+00              6.9564E+00
  2038.0           6.9579E+00              6.9570E+00
  2039.0           6.9585E+00              6.9576E+00
  2040.0           6.9590E+00              6.9582E+00
  2041.0           6.9596E+00              6.9588E+00
  2042.0           6.9602E+00              6.9594E+00
  2043.0           6.9608E+00              6.9600E+00
  2044.0           6.9614E+00              6.9605E+00
  2045.0           6.9619E+00              6.9611E+00
  2046.0           6.9625E+00              6.9617E+00
  2047.0           6.9631E+00              6.9623E+00
  2048.0           6.9637E+00              6.9628E+00
  2049.0           6.9642E+00              6.9634E+00
  2050.0           6.9648E+00              6.9640E+00
  2051.0           6.9654E+00              6.9645E+00
  2052.0           6.9659E+00              6.9651E+00
  2053.0           6.9665E+00              6.9656E+00
  2054.0           6.9670E+00              6.9662E+00
  2055.0           6.9676E+00              6.9668E+00
  2056.0           6.9682E+00              6.9673E+00
  2057.0           6.9687E+00              6.9679E+00
  2058.0           6.9692E+00              6.9684E+00
  2059.0           6.9698E+00              6.9689E+00
  2060.0           6.9703E+00              6.9695E+00
  2061.0           6.9709E+00              6.9700E+00
  2062.0           6.9714E+00              6.9706E+00
  2063.0           6.9719E+00              6.9711E+00
  2064.0           6.9725E+00              6.9716E+00
  2065.0           6.9730E+00              6.9722E+00
  2066.0           6.9735E+00              6.9727E+00
  2067.0           6.9741E+00              6.9732E+00
  2068.0           6.9746E+00              6.9737E+00
  2069.0           6.9751E+00              6.9743E+00
  2070.0           6.9756E+00              6.9748E+00
  2071.0           6.9761E+00              6.9753E+00
  2072.0           6.9766E+00              6.9758E+00
  2073.0           6.9771E+00              6.9763E+00
  2074.0           6.9777E+00              6.9768E+00
  2075.0           6.9782E+00              6.9773E+00
  2076.0           6.9787E+00              6.9778E+00
  2077.0           6.9792E+00              6.9783E+00
  2078.0           6.9797E+00              6.9788E+00
  2079.0           6.9802E+00              6.9793E+00
  2080.0           6.9807E+00              6.9798E+00
  2081.0           6.9812E+00              6.9803E+00
  2082.0           6.9817E+00              6.9808E+00
  2083.0           6.9821E+00              6.9813E+00
  2084.0           6.9826E+00              6.9818E+00
  2085.0           6.9831E+00              6.9823E+00
  2086.0           6.9836E+00              6.9828E+00
  2087.0           6.9841E+00              6.9833E+00
  2088.0           6.9846E+00              6.9838E+00
  2089.0           6.9851E+00              6.9842E+00
  2090.0           6.9855E+00              6.9847E+00
  2091.0           6.9860E+00              6.9852E+00
  2092.0           6.9865E+00              6.9857E+00
  2093.0           6.9870E+00              6.9862E+00
  2094.0           6.9875E+00              6.9867E+00
  2095.0           6.9880E+00              6.9871E+00
  2096.0           6.9884E+00              6.9876E+00
  2097.0           6.9889E+00              6.9881E+00
  2098.0           6.9894E+00              6.9886E+00
  2099.0           6.9899E+00              6.9891E+00
  2100.0           6.9904E+00              6.9896E+00
  2101.0           6.9909E+00              6.9900E+00
  2102.0           6.9913E+00              6.9905E+00
  2103.0           6.9918E+00              6.9910E+00
  2104.0           6.9923E+00              6.9915E+00
  2105.0           6.9928E+00              6.9920E+00
  2106.0           6.9933E+00              6.9925E+00
  2107.0           6.9938E+00              6.9930E+00
  2108.0           6.9943E+00              6.9935E+00
  2109.0           6.9948E+00              6.9940E+00
  2110.0           6.9952E+00              6.9944E+00
  2111.0           6.9958E+00              6.9950E+00
  2112.0           6.9963E+00              6.9955E+00
  2113.0           6.9967E+00              6.9960E+00
  2114.0           6.9972E+00              6.9965E+00
  2115.0           6.9977E+00              6.9970E+00
  2116.0           6.9983E+00              6.9975E+00
  2117.0           6.9988E+00              6.9980E+00
  2118.0           6.9993E+00              6.9985E+00
  2119.0           6.9997E+00              6.9990E+00
  2120.0           7.0002E+00              6.9995E+00
  2121.0           7.0008E+00              7.0000E+00
  2122.0           7.0013E+00              7.0005E+00
  2123.0           7.0018E+00              7.0010E+00
  2124.0           7.0023E+00              7.0015E+00
  2125.0           7.0028E+00              7.0020E+00
  2126.0           7.0033E+00              7.0025E+00
  2127.0           7.0038E+00              7.0030E+00
  2128.0           7.0043E+00              7.0035E+00
  2129.0           7.0048E+00              7.0040E+00
  2130.0           7.0053E+00              7.0045E+00
  2131.0           7.0058E+00              7.0050E+00
  2132.0           7.0063E+00              7.0056E+00
  2133.0           7.0068E+00              7.0061E+00
  2134.0           7.0073E+00              7.0066E+00
  2135.0           7.0078E+00              7.0071E+00
  2136.0           7.0084E+00              7.0076E+00
  2137.0           7.0089E+00              7.0081E+00
  2138.0           7.0094E+00              7.0086E+00
  2139.0           7.0099E+00              7.0091E+00
  2140.0           7.0104E+00              7.0096E+00
  2141.0           7.0109E+00              7.0102E+00
  2142.0           7.0115E+00              7.0107E+00
  2143.0           7.0120E+00              7.0112E+00
  2144.0           7.0125E+00              7.0117E+00
  2145.0           7.0130E+00              7.0122E+00
  2146.0           7.0135E+00              7.0128E+00
  2147.0           7.0140E+00              7.0133E+00
  2148.0           7.0146E+00              7.0138E+00
  2149.0           7.0151E+00              7.0143E+00
  2150.0           7.0156E+00              7.0148E+00
  2151.0           7.0161E+00              7.0154E+00
  2152.0           7.0166E+00              7.0159E+00
  2153.0           7.0172E+00              7.0164E+00
  2154.0           7.0177E+00              7.0169E+00
  2155.0           7.0182E+00              7.0175E+00
  2156.0           7.0187E+00              7.0180E+00
  2157.0           7.0193E+00              7.0185E+00
  2158.0           7.0198E+00              7.0190E+00
  2159.0           7.0203E+00              7.0196E+00
  2160.0           7.0208E+00              7.0201E+00
  2161.0           7.0214E+00              7.0206E+00
  2162.0           7.0219E+00              7.0212E+00
  2163.0           7.0224E+00              7.0217E+00
  2164.0           7.0229E+00              7.0222E+00
  2165.0           7.0235E+00              7.0227E+00
  2166.0           7.0240E+00              7.0233E+00
  2167.0           7.0245E+00              7.0238E+00
  2168.0           7.0251E+00              7.0243E+00
  2169.0           7.0256E+00              7.0248E+00
  2170.0           7.0261E+00              7.0254E+00
  2171.0           7.0267E+00              7.0259E+00
  2172.0           7.0272E+00              7.0264E+00
  2173.0           7.0277E+00              7.0270E+00
  2174.0           7.0282E+00              7.0275E+00
  2175.0           7.0288E+00              7.0280E+00
  2176.0           7.0293E+00              7.0286E+00
  2177.0           7.0298E+00              7.0291E+00
  2178.0           7.0304E+00              7.0296E+00
  2179.0           7.0309E+00              7.0301E+00
  2180.0           7.0314E+00              7.0307E+00
  2181.0           7.0320E+00              7.0312E+00
  2182.0           7.0325E+00              7.0318E+00
  2183.0           7.0330E+00              7.0323E+00
  2184.0           7.0335E+00              7.0328E+00
  2185.0           7.0341E+00              7.0333E+00
  2186.0           7.0346E+00              7.0339E+00
  2187.0           7.0352E+00              7.0344E+00
  2188.0           7.0357E+00              7.0349E+00
  2189.0           7.0362E+00              7.0355E+00
  2190.0           7.0367E+00              7.0360E+00
  2191.0           7.0373E+00              7.0365E+00
  2192.0           7.0378E+00              7.0371E+00
  2193.0           7.0383E+00              7.0376E+00
  2194.0           7.0389E+00              7.0381E+00
  2195.0           7.0394E+00              7.0386E+00
  2196.0           7.0399E+00              7.0392E+00
  2197.0           7.0405E+00              7.0397E+00
  2198.0           7.0410E+00              7.0402E+00
  2199.0           7.0415E+00              7.0408E+00
  2200.0           7.0420E+00              7.0413E+00
  2201.0           7.0426E+00              7.0418E+00
  2202.0           7.0431E+00              7.0424E+00
  2203.0           7.0436E+00              7.0429E+00
  2204.0           7.0442E+00              7.0434E+00
  2205.0           7.0447E+00              7.0439E+00
  2206.0           7.0452E+00              7.0445E+00
  2207.0           7.0457E+00              7.0450E+00
  2208.0           7.0463E+00              7.0455E+00
  2209.0           7.0468E+00              7.0460E+00
  2210.0           7.0473E+00              7.0465E+00
  2211.0           7.0478E+00              7.0471E+00
  2212.0           7.0484E+00              7.0476E+00
  2213.0           7.0489E+00              7.0481E+00
  2214.0           7.0494E+00              7.0486E+00
  2215.0           7.0499E+00              7.0492E+00
  2216.0           7.0505E+00              7.0497E+00
  2217.0           7.0510E+00              7.0502E+00
  2218.0           7.0515E+00              7.0508E+00
  2219.0           7.0520E+00              7.0513E+00
  2220.0           7.0526E+00              7.0518E+00
  2221.0           7.0531E+00              7.0524E+00
  2222.0           7.0537E+00              7.0529E+00
  2223.0           7.0542E+00              7.0534E+00
  2224.0           7.0547E+00              7.0540E+00
  2225.0           7.0553E+00              7.0545E+00
  2226.0           7.0558E+00              7.0551E+00
  2227.0           7.0564E+00              7.0556E+00
  2228.0           7.0569E+00              7.0561E+00
  2229.0           7.0574E+00              7.0567E+00
  2230.0           7.0580E+00              7.0572E+00
  2231.0           7.0585E+00              7.0578E+00
  2232.0           7.0591E+00              7.0583E+00
  2233.0           7.0596E+00              7.0588E+00
  2234.0           7.0602E+00              7.0594E+00
  2235.0           7.0607E+00              7.0599E+00
  2236.0           7.0613E+00              7.0605E+00
  2237.0           7.0618E+00              7.0611E+00
  2238.0           7.0624E+00              7.0616E+00
  2239.0           7.0629E+00              7.0621E+00
  2240.0           7.0635E+00              7.0627E+00
  2241.0           7.0640E+00              7.0633E+00
  2242.0           7.0646E+00              7.0638E+00
  2243.0           7.0652E+00              7.0644E+00
  2244.0           7.0657E+00              7.0649E+00
  2245.0           7.0663E+00              7.0655E+00
  2246.0           7.0668E+00              7.0661E+00
  2247.0           7.0674E+00              7.0666E+00
  2248.0           7.0680E+00              7.0672E+00
  2249.0           7.0685E+00              7.0677E+00
  2250.0           7.0691E+00              7.0683E+00
  2251.0           7.0697E+00              7.0689E+00
  2252.0           7.0702E+00              7.0694E+00
  2253.0           7.0708E+00              7.0700E+00
  2254.0           7.0713E+00              7.0706E+00
  2255.0           7.0719E+00              7.0711E+00
  2256.0           7.0725E+00              7.0717E+00
  2257.0           7.0731E+00              7.0723E+00
  2258.0           7.0736E+00              7.0728E+00
  2259.0           7.0742E+00              7.0734E+00
  2260.0           7.0748E+00              7.0740E+00
  2261.0           7.0754E+00              7.0746E+00
  2262.0           7.0759E+00              7.0751E+00
  2263.0           7.0765E+00              7.0757E+00
  2264.0           7.0771E+00              7.0763E+00
  2265.0           7.0776E+00              7.0768E+00
  2266.0           7.0782E+00              7.0774E+00
  2267.0           7.0788E+00              7.0780E+00
  2268.0           7.0794E+00              7.0786E+00
  2269.0           7.0799E+00              7.0791E+00
  2270.0           7.0805E+00              7.0797E+00
  2271.0           7.0811E+00              7.0803E+00
  2272.0           7.0817E+00              7.0809E+00
  2273.0           7.0823E+00              7.0815E+00
  2274.0           7.0828E+00              7.0820E+00
  2275.0           7.0834E+00              7.0826E+00
  2276.0           7.0840E+00              7.0832E+00
  2277.0           7.0846E+00              7.0838E+00
  2278.0           7.0851E+00              7.0843E+00
  2279.0           7.0857E+00              7.0849E+00
  2280.0           7.0863E+00              7.0855E+00
  2281.0           7.0869E+00              7.0861E+00
  2282.0           7.0875E+00              7.0867E+00
  2283.0           7.0880E+00              7.0872E+00
  2284.0           7.0886E+00              7.0878E+00
  2285.0           7.0892E+00              7.0884E+00
  2286.0           7.0898E+00              7.0890E+00
  2287.0           7.0904E+00              7.0895E+00
  2288.0           7.0909E+00              7.0901E+00
  2289.0           7.0915E+00              7.0907E+00
  2290.0           7.0921E+00              7.0912E+00
  2291.0           7.0927E+00              7.0918E+00
  2292.0           7.0932E+00              7.0924E+00
  2293.0           7.0938E+00              7.0930E+00
  2294.0           7.0944E+00              7.0935E+00
  2295.0           7.0949E+00              7.0941E+00
  2296.0           7.0955E+00              7.0947E+00
  2297.0           7.0961E+00              7.0953E+00
  2298.0           7.0967E+00              7.0958E+00
  2299.0           7.0972E+00              7.0964E+00
  2300.0           7.0978E+00              7.0970E+00
  2301.0           7.0984E+00              7.0976E+00
  2302.0           7.0989E+00              7.0981E+00
  2303.0           7.0995E+00              7.0987E+00
  2304.0           7.1001E+00              7.0993E+00
  2305.0           7.1006E+00              7.0998E+00
  2306.0           7.1012E+00              7.1004E+00
  2307.0           7.1018E+00              7.1010E+00
  2308.0           7.1024E+00              7.1015E+00
  2309.0           7.1029E+00              7.1021E+00
  2310.0           7.1035E+00              7.1026E+00
  2311.0           7.1041E+00              7.1032E+00
  2312.0           7.1046E+00              7.1038E+00
  2313.0           7.1052E+00              7.1043E+00
  2314.0           7.1057E+00              7.1049E+00
  2315.0           7.1063E+00              7.1055E+00
  2316.0           7.1069E+00              7.1060E+00
  2317.0           7.1074E+00              7.1066E+00
  2318.0           7.1080E+00              7.1071E+00
  2319.0           7.1085E+00              7.1077E+00
  2320.0           7.1091E+00              7.1082E+00
  2321.0           7.1097E+00              7.1088E+00
  2322.0           7.1102E+00              7.1094E+00
  2323.0           7.1107E+00              7.1099E+00
  2324.0           7.1113E+00              7.1105E+00
  2325.0           7.1118E+00              7.1110E+00
  2326.0           7.1124E+00              7.1116E+00
  2327.0           7.1130E+00              7.1121E+00
  2328.0           7.1135E+00              7.1127E+00
  2329.0           7.1140E+00              7.1132E+00
  2330.0           7.1146E+00              7.1137E+00
  2331.0           7.1151E+00              7.1143E+00
  2332.0           7.1157E+00              7.1148E+00
  2333.0           7.1162E+00              7.1154E+00
  2334.0           7.1167E+00              7.1159E+00
  2335.0           7.1173E+00              7.1164E+00
  2336.0           7.1179E+00              7.1170E+00
  2337.0           7.1184E+00              7.1175E+00
  2338.0           7.1189E+00              7.1181E+00
  2339.0           7.1194E+00              7.1186E+00
  2340.0           7.1200E+00              7.1191E+00
  2341.0           7.1205E+00              7.1197E+00
  2342.0           7.1211E+00              7.1202E+00
  2343.0           7.1216E+00              7.1208E+00
  2344.0           7.1221E+00              7.1213E+00
  2345.0           7.1226E+00              7.1218E+00
  2346.0           7.1232E+00              7.1224E+00
  2347.0           7.1237E+00              7.1229E+00
  2348.0           7.1242E+00              7.1234E+00
  2349.0           7.1248E+00              7.1239E+00
  2350.0           7.1253E+00              7.1245E+00
  2351.0           7.1258E+00              7.1250E+00
  2352.0           7.1264E+00              7.1255E+00
  2353.0           7.1269E+00              7.1261E+00
  2354.0           7.1274E+00              7.1266E+00
  2355.0           7.1279E+00              7.1271E+00
  2356.0           7.1285E+00              7.1277E+00
  2357.0           7.1290E+00              7.1282E+00
  2358.0           7.1295E+00              7.1287E+00
  2359.0           7.1300E+00              7.1292E+00
  2360.0           7.1306E+00              7.1297E+00
  2361.0           7.1311E+00              7.1303E+00
  2362.0           7.1316E+00              7.1308E+00
  2363.0           7.1322E+00              7.1313E+00
  2364.0           7.1327E+00              7.1319E+00
  2365.0           7.1332E+00              7.1324E+00
  2366.0           7.1338E+00              7.1329E+00
  2367.0           7.1343E+00              7.1335E+00
  2368.0           7.1348E+00              7.1340E+00
  2369.0           7.1353E+00              7.1345E+00
  2370.0           7.1358E+00              7.1350E+00
  2371.0           7.1364E+00              7.1356E+00
  2372.0           7.1369E+00              7.1361E+00
  2373.0           7.1375E+00              7.1367E+00
  2374.0           7.1380E+00              7.1372E+00
  2375.0           7.1385E+00              7.1377E+00
  2376.0           7.1391E+00              7.1383E+00
  2377.0           7.1396E+00              7.1388E+00
  2378.0           7.1402E+00              7.1394E+00
  2379.0           7.1407E+00              7.1399E+00
  2380.0           7.1412E+00              7.1404E+00
  2381.0           7.1418E+00              7.1410E+00
  2382.0           7.1424E+00              7.1415E+00
  2383.0           7.1429E+00              7.1421E+00
  2384.0           7.1434E+00              7.1426E+00
  2385.0           7.1440E+00              7.1432E+00
  2386.0           7.1445E+00              7.1437E+00
  2387.0           7.1451E+00              7.1443E+00
  2388.0           7.1456E+00              7.1448E+00
  2389.0           7.1461E+00              7.1453E+00
  2390.0           7.1467E+00              7.1459E+00
  2391.0           7.1473E+00              7.1465E+00
  2392.0           7.1478E+00              7.1470E+00
  2393.0           7.1483E+00              7.1475E+00
  2394.0           7.1489E+00              7.1481E+00
  2395.0           7.1494E+00              7.1486E+00
  2396.0           7.1500E+00              7.1492E+00
  2397.0           7.1505E+00              7.1497E+00
  2398.0           7.1511E+00              7.1503E+00
  2399.0           7.1516E+00              7.1508E+00
  2400.0           7.1521E+00              7.1513E+00
  2401.0           7.1527E+00              7.1519E+00
  2402.0           7.1532E+00              7.1524E+00
  2403.0           7.1538E+00              7.1530E+00
  2404.0           7.1543E+00              7.1535E+00
  2405.0           7.1548E+00              7.1541E+00
  2406.0           7.1554E+00              7.1546E+00
  2407.0           7.1560E+00              7.1552E+00
  2408.0           7.1565E+00              7.1557E+00
  2409.0           7.1570E+00              7.1562E+00
  2410.0           7.1576E+00              7.1568E+00
  2411.0           7.1581E+00              7.1574E+00
  2412.0           7.1587E+00              7.1579E+00
  2413.0           7.1592E+00              7.1584E+00
  2414.0           7.1597E+00              7.1590E+00
  2415.0           7.1603E+00              7.1595E+00
  2416.0           7.1609E+00              7.1601E+00
  2417.0           7.1614E+00              7.1606E+00
  2418.0           7.1619E+00              7.1611E+00
  2419.0           7.1625E+00              7.1617E+00
  2420.0           7.1630E+00              7.1622E+00
  2421.0           7.1636E+00              7.1628E+00
  2422.0           7.1641E+00              7.1633E+00
  2423.0           7.1646E+00              7.1638E+00
  2424.0           7.1652E+00              7.1644E+00
  2425.0           7.1657E+00              7.1649E+00
  2426.0           7.1663E+00              7.1655E+00
  2427.0           7.1668E+00              7.1660E+00
  2428.0           7.1673E+00              7.1665E+00
  2429.0           7.1679E+00              7.1671E+00
  2430.0           7.1684E+00              7.1676E+00
  2431.0           7.1690E+00              7.1682E+00
  2432.0           7.1695E+00              7.1687E+00
  2433.0           7.1700E+00              7.1692E+00
  2434.0           7.1705E+00              7.1697E+00
  2435.0           7.1711E+00              7.1703E+00
  2436.0           7.1716E+00              7.1708E+00
  2437.0           7.1722E+00              7.1714E+00
  2438.0           7.1727E+00              7.1719E+00
  2439.0           7.1732E+00              7.1724E+00
  2440.0           7.1737E+00              7.1729E+00
  2441.0           7.1743E+00              7.1735E+00
  2442.0           7.1748E+00              7.1740E+00
  2443.0           7.1753E+00              7.1745E+00
  2444.0           7.1759E+00              7.1751E+00
  2445.0           7.1764E+00              7.1756E+00
  2446.0           7.1769E+00              7.1761E+00
  2447.0           7.1775E+00              7.1767E+00
  2448.0           7.1780E+00              7.1772E+00
  2449.0           7.1785E+00              7.1777E+00
  2450.0           7.1790E+00              7.1782E+00
  2451.0           7.1796E+00              7.1788E+00
  2452.0           7.1801E+00              7.1793E+00
  2453.0           7.1806E+00              7.1798E+00
  2454.0           7.1811E+00              7.1803E+00
  2455.0           7.1816E+00              7.1808E+00
  2456.0           7.1822E+00              7.1814E+00
  2457.0           7.1827E+00              7.1819E+00
  2458.0           7.1832E+00              7.1824E+00
  2459.0           7.1837E+00              7.1829E+00
  2460.0           7.1842E+00              7.1834E+00
  2461.0           7.1848E+00              7.1840E+00
  2462.0           7.1853E+00              7.1845E+00
  2463.0           7.1858E+00              7.1850E+00
  2464.0           7.1863E+00              7.1855E+00
  2465.0           7.1868E+00              7.1860E+00
  2466.0           7.1873E+00              7.1865E+00
  2467.0           7.1878E+00              7.1870E+00
  2468.0           7.1883E+00              7.1875E+00
  2469.0           7.1888E+00              7.1880E+00
  2470.0           7.1893E+00              7.1885E+00
  2471.0           7.1898E+00              7.1890E+00
  2472.0           7.1903E+00              7.1895E+00
  2473.0           7.1908E+00              7.1900E+00
  2474.0           7.1913E+00              7.1905E+00
  2475.0           7.1918E+00              7.1910E+00
  2476.0           7.1923E+00              7.1915E+00
  2477.0           7.1928E+00              7.1920E+00
  2478.0           7.1933E+00              7.1925E+00
  2479.0           7.1938E+00              7.1930E+00
  2480.0           7.1943E+00              7.1935E+00
  2481.0           7.1948E+00              7.1940E+00
  2482.0           7.1953E+00              7.1945E+00
  2483.0           7.1958E+00              7.1950E+00
  2484.0           7.1963E+00              7.1955E+00
  2485.0           7.1968E+00              7.1960E+00
  2486.0           7.1973E+00              7.1965E+00
  2487.0           7.1978E+00              7.1970E+00
  2488.0           7.1983E+00              7.1975E+00
  2489.0           7.1988E+00              7.1980E+00
  2490.0           7.1993E+00              7.1985E+00
  2491.0           7.1998E+00              7.1990E+00
  2492.0           7.2003E+00              7.1995E+00
  2493.0           7.2008E+00              7.2000E+00
  2494.0           7.2013E+00              7.2005E+00
  2495.0           7.2018E+00              7.2010E+00
  2496.0           7.2023E+00              7.2015E+00
  2497.0           7.2028E+00              7.2020E+00
  2498.0           7.2033E+00              7.2025E+00
  2499.0           7.2038E+00              7.2030E+00
  2500.0           7.2043E+00              7.2035E+00
  2501.0           7.2049E+00              7.2040E+00
  2502.0           7.2054E+00              7.2045E+00
  2503.0           7.2059E+00              7.2050E+00
  2504.0           7.2064E+00              7.2055E+00
  2505.0           7.2069E+00              7.2060E+00
  2506.0           7.2074E+00              7.2065E+00
  2507.0           7.2079E+00              7.2070E+00
  2508.0           7.2084E+00              7.2075E+00
  2509.0           7.2089E+00              7.2080E+00
  2510.0           7.2094E+00              7.2085E+00
  2511.0           7.2099E+00              7.2091E+00
  2512.0           7.2104E+00              7.2096E+00
  2513.0           7.2109E+00              7.2101E+00
  2514.0           7.2114E+00              7.2106E+00
  2515.0           7.2119E+00              7.2111E+00
  2516.0           7.2124E+00              7.2116E+00
  2517.0           7.2129E+00              7.2121E+00
  2518.0           7.2134E+00              7.2126E+00
  2519.0           7.2139E+00              7.2131E+00
  2520.0           7.2144E+00              7.2136E+00
  2521.0           7.2149E+00              7.2141E+00
  2522.0           7.2154E+00              7.2146E+00
  2523.0           7.2159E+00              7.2151E+00
  2524.0           7.2164E+00              7.2156E+00
  2525.0           7.2169E+00              7.2161E+00
  2526.0           7.2174E+00              7.2166E+00
  2527.0           7.2179E+00              7.2171E+00
  2528.0           7.2184E+00              7.2176E+00
  2529.0           7.2189E+00              7.2181E+00
  2530.0           7.2194E+00              7.2186E+00
  2531.0           7.2200E+00              7.2191E+00
  2532.0           7.2205E+00              7.2196E+00
  2533.0           7.2210E+00              7.2201E+00
  2534.0           7.2215E+00              7.2206E+00
  2535.0           7.2220E+00              7.2211E+00
  2536.0           7.2225E+00              7.2216E+00
  2537.0           7.2230E+00              7.2221E+00
  2538.0           7.2235E+00              7.2226E+00
  2539.0           7.2240E+00              7.2231E+00
  2540.0           7.2245E+00              7.2236E+00
  2541.0           7.2250E+00              7.2241E+00
  2542.0           7.2255E+00              7.2246E+00
  2543.0           7.2260E+00              7.2251E+00
  2544.0           7.2265E+00              7.2256E+00
  2545.0           7.2270E+00              7.2261E+00
  2546.0           7.2275E+00              7.2266E+00
  2547.0           7.2280E+00              7.2271E+00
  2548.0           7.2285E+00              7.2276E+00
  2549.0           7.2290E+00              7.2281E+00
  2550.0           7.2295E+00              7.2286E+00
  2551.0           7.2300E+00              7.2291E+00
  2552.0           7.2305E+00              7.2296E+00
  2553.0           7.2310E+00              7.2301E+00
  2554.0           7.2315E+00              7.2306E+00
  2555.0           7.2320E+00              7.2311E+00
  2556.0           7.2325E+00              7.2316E+00
  2557.0           7.2330E+00              7.2321E+00
  2558.0           7.2334E+00              7.2326E+00
  2559.0           7.2339E+00              7.2331E+00
  2560.0           7.2344E+00              7.2336E+00
  2561.0           7.2349E+00              7.2341E+00
  2562.0           7.2354E+00              7.2346E+00
  2563.0           7.2359E+00              7.2351E+00
  2564.0           7.2364E+00              7.2356E+00
  2565.0           7.2369E+00              7.2361E+00
  2566.0           7.2374E+00              7.2366E+00
  2567.0           7.2379E+00              7.2370E+00
