#ndep: 2897
#depth (km)   Vsh_arithmetic (km/s)   Vsh_geometric (km/s)
  1300.0           6.5783E+00              6.5778E+00
  1301.0           6.5788E+00              6.5783E+00
  1302.0           6.5792E+00              6.5788E+00
  1303.0           6.5797E+00              6.5793E+00
  1304.0           6.5802E+00              6.5797E+00
  1305.0           6.5806E+00              6.5802E+00
  1306.0           6.5811E+00              6.5807E+00
  1307.0           6.5816E+00              6.5812E+00
  1308.0           6.5821E+00              6.5817E+00
  1309.0           6.5826E+00              6.5822E+00
  1310.0           6.5831E+00              6.5826E+00
  1311.0           6.5836E+00              6.5832E+00
  1312.0           6.5841E+00              6.5837E+00
  1313.0           6.5846E+00              6.5842E+00
  1314.0           6.5851E+00              6.5847E+00
  1315.0           6.5856E+00              6.5852E+00
  1316.0           6.5862E+00              6.5858E+00
  1317.0           6.5867E+00              6.5863E+00
  1318.0           6.5872E+00              6.5868E+00
  1319.0           6.5878E+00              6.5873E+00
  1320.0           6.5883E+00              6.5879E+00
  1321.0           6.5889E+00              6.5884E+00
  1322.0           6.5894E+00              6.5890E+00
  1323.0           6.5899E+00              6.5895E+00
  1324.0           6.5905E+00              6.5901E+00
  1325.0           6.5910E+00              6.5906E+00
  1326.0           6.5916E+00              6.5912E+00
  1327.0           6.5922E+00              6.5917E+00
  1328.0           6.5927E+00              6.5923E+00
  1329.0           6.5933E+00              6.5928E+00
  1330.0           6.5938E+00              6.5934E+00
  1331.0           6.5944E+00              6.5940E+00
  1332.0           6.5950E+00              6.5945E+00
  1333.0           6.5955E+00              6.5951E+00
  1334.0           6.5961E+00              6.5957E+00
  1335.0           6.5966E+00              6.5962E+00
  1336.0           6.5972E+00              6.5968E+00
  1337.0           6.5978E+00              6.5974E+00
  1338.0           6.5984E+00              6.5980E+00
  1339.0           6.5989E+00              6.5985E+00
  1340.0           6.5995E+00              6.5991E+00
  1341.0           6.6001E+00              6.5997E+00
  1342.0           6.6007E+00              6.6003E+00
  1343.0           6.6013E+00              6.6008E+00
  1344.0           6.6018E+00              6.6014E+00
  1345.0           6.6024E+00              6.6020E+00
  1346.0           6.6030E+00              6.6026E+00
  1347.0           6.6036E+00              6.6032E+00
  1348.0           6.6042E+00              6.6038E+00
  1349.0           6.6047E+00              6.6043E+00
  1350.0           6.6053E+00              6.6049E+00
  1351.0           6.6059E+00              6.6055E+00
  1352.0           6.6065E+00              6.6061E+00
  1353.0           6.6071E+00              6.6067E+00
  1354.0           6.6077E+00              6.6073E+00
  1355.0           6.6083E+00              6.6078E+00
  1356.0           6.6089E+00              6.6085E+00
  1357.0           6.6095E+00              6.6090E+00
  1358.0           6.6100E+00              6.6096E+00
  1359.0           6.6106E+00              6.6102E+00
  1360.0           6.6112E+00              6.6108E+00
  1361.0           6.6118E+00              6.6114E+00
  1362.0           6.6124E+00              6.6120E+00
  1363.0           6.6130E+00              6.6126E+00
  1364.0           6.6135E+00              6.6131E+00
  1365.0           6.6141E+00              6.6137E+00
  1366.0           6.6147E+00              6.6143E+00
  1367.0           6.6153E+00              6.6149E+00
  1368.0           6.6159E+00              6.6155E+00
  1369.0           6.6165E+00              6.6160E+00
  1370.0           6.6170E+00              6.6166E+00
  1371.0           6.6177E+00              6.6172E+00
  1372.0           6.6182E+00              6.6178E+00
  1373.0           6.6188E+00              6.6184E+00
  1374.0           6.6194E+00              6.6189E+00
  1375.0           6.6199E+00              6.6195E+00
  1376.0           6.6205E+00              6.6201E+00
  1377.0           6.6211E+00              6.6207E+00
  1378.0           6.6217E+00              6.6213E+00
  1379.0           6.6222E+00              6.6218E+00
  1380.0           6.6228E+00              6.6224E+00
  1381.0           6.6234E+00              6.6230E+00
  1382.0           6.6240E+00              6.6235E+00
  1383.0           6.6245E+00              6.6241E+00
  1384.0           6.6251E+00              6.6247E+00
  1385.0           6.6256E+00              6.6252E+00
  1386.0           6.6262E+00              6.6258E+00
  1387.0           6.6268E+00              6.6264E+00
  1388.0           6.6273E+00              6.6269E+00
  1389.0           6.6279E+00              6.6275E+00
  1390.0           6.6284E+00              6.6280E+00
  1391.0           6.6290E+00              6.6286E+00
  1392.0           6.6295E+00              6.6291E+00
  1393.0           6.6301E+00              6.6297E+00
  1394.0           6.6306E+00              6.6302E+00
  1395.0           6.6312E+00              6.6307E+00
  1396.0           6.6317E+00              6.6313E+00
  1397.0           6.6323E+00              6.6319E+00
  1398.0           6.6328E+00              6.6324E+00
  1399.0           6.6333E+00              6.6329E+00
  1400.0           6.6339E+00              6.6335E+00
  1401.0           6.6345E+00              6.6340E+00
  1402.0           6.6350E+00              6.6346E+00
  1403.0           6.6355E+00              6.6351E+00
  1404.0           6.6360E+00              6.6356E+00
  1405.0           6.6365E+00              6.6361E+00
  1406.0           6.6371E+00              6.6367E+00
  1407.0           6.6376E+00              6.6371E+00
  1408.0           6.6380E+00              6.6376E+00
  1409.0           6.6385E+00              6.6381E+00
  1410.0           6.6390E+00              6.6386E+00
  1411.0           6.6395E+00              6.6391E+00
  1412.0           6.6400E+00              6.6396E+00
  1413.0           6.6405E+00              6.6401E+00
  1414.0           6.6409E+00              6.6405E+00
  1415.0           6.6414E+00              6.6410E+00
  1416.0           6.6419E+00              6.6415E+00
  1417.0           6.6424E+00              6.6419E+00
  1418.0           6.6428E+00              6.6424E+00
  1419.0           6.6433E+00              6.6429E+00
  1420.0           6.6437E+00              6.6433E+00
  1421.0           6.6442E+00              6.6438E+00
  1422.0           6.6447E+00              6.6442E+00
  1423.0           6.6451E+00              6.6447E+00
  1424.0           6.6456E+00              6.6451E+00
  1425.0           6.6460E+00              6.6456E+00
  1426.0           6.6465E+00              6.6461E+00
  1427.0           6.6469E+00              6.6465E+00
  1428.0           6.6474E+00              6.6470E+00
  1429.0           6.6478E+00              6.6474E+00
  1430.0           6.6483E+00              6.6479E+00
  1431.0           6.6488E+00              6.6484E+00
  1432.0           6.6492E+00              6.6488E+00
  1433.0           6.6497E+00              6.6493E+00
  1434.0           6.6502E+00              6.6497E+00
  1435.0           6.6506E+00              6.6502E+00
  1436.0           6.6511E+00              6.6507E+00
  1437.0           6.6516E+00              6.6512E+00
  1438.0           6.6520E+00              6.6516E+00
  1439.0           6.6525E+00              6.6521E+00
  1440.0           6.6530E+00              6.6526E+00
  1441.0           6.6535E+00              6.6531E+00
  1442.0           6.6540E+00              6.6535E+00
  1443.0           6.6544E+00              6.6540E+00
  1444.0           6.6549E+00              6.6545E+00
  1445.0           6.6554E+00              6.6550E+00
  1446.0           6.6559E+00              6.6555E+00
  1447.0           6.6564E+00              6.6560E+00
  1448.0           6.6569E+00              6.6565E+00
  1449.0           6.6574E+00              6.6570E+00
  1450.0           6.6579E+00              6.6575E+00
  1451.0           6.6584E+00              6.6580E+00
  1452.0           6.6589E+00              6.6585E+00
  1453.0           6.6594E+00              6.6590E+00
  1454.0           6.6599E+00              6.6595E+00
  1455.0           6.6604E+00              6.6600E+00
  1456.0           6.6610E+00              6.6606E+00
  1457.0           6.6615E+00              6.6611E+00
  1458.0           6.6620E+00              6.6616E+00
  1459.0           6.6626E+00              6.6621E+00
  1460.0           6.6631E+00              6.6627E+00
  1461.0           6.6637E+00              6.6632E+00
  1462.0           6.6642E+00              6.6638E+00
  1463.0           6.6647E+00              6.6643E+00
  1464.0           6.6653E+00              6.6648E+00
  1465.0           6.6658E+00              6.6654E+00
  1466.0           6.6664E+00              6.6660E+00
  1467.0           6.6669E+00              6.6665E+00
  1468.0           6.6675E+00              6.6670E+00
  1469.0           6.6680E+00              6.6676E+00
  1470.0           6.6685E+00              6.6681E+00
  1471.0           6.6691E+00              6.6687E+00
  1472.0           6.6697E+00              6.6693E+00
  1473.0           6.6702E+00              6.6698E+00
  1474.0           6.6708E+00              6.6704E+00
  1475.0           6.6713E+00              6.6709E+00
  1476.0           6.6719E+00              6.6715E+00
  1477.0           6.6725E+00              6.6721E+00
  1478.0           6.6731E+00              6.6726E+00
  1479.0           6.6736E+00              6.6732E+00
  1480.0           6.6742E+00              6.6737E+00
  1481.0           6.6748E+00              6.6743E+00
  1482.0           6.6753E+00              6.6749E+00
  1483.0           6.6759E+00              6.6754E+00
  1484.0           6.6764E+00              6.6760E+00
  1485.0           6.6770E+00              6.6765E+00
  1486.0           6.6776E+00              6.6771E+00
  1487.0           6.6781E+00              6.6777E+00
  1488.0           6.6787E+00              6.6782E+00
  1489.0           6.6792E+00              6.6788E+00
  1490.0           6.6797E+00              6.6793E+00
  1491.0           6.6803E+00              6.6799E+00
  1492.0           6.6809E+00              6.6805E+00
  1493.0           6.6815E+00              6.6810E+00
  1494.0           6.6820E+00              6.6816E+00
  1495.0           6.6826E+00              6.6822E+00
  1496.0           6.6832E+00              6.6828E+00
  1497.0           6.6838E+00              6.6833E+00
  1498.0           6.6843E+00              6.6839E+00
  1499.0           6.6849E+00              6.6845E+00
  1500.0           6.6854E+00              6.6850E+00
  1501.0           6.6861E+00              6.6856E+00
  1502.0           6.6866E+00              6.6862E+00
  1503.0           6.6872E+00              6.6868E+00
  1504.0           6.6878E+00              6.6873E+00
  1505.0           6.6883E+00              6.6879E+00
  1506.0           6.6889E+00              6.6885E+00
  1507.0           6.6895E+00              6.6891E+00
  1508.0           6.6901E+00              6.6896E+00
  1509.0           6.6906E+00              6.6902E+00
  1510.0           6.6912E+00              6.6908E+00
  1511.0           6.6918E+00              6.6914E+00
  1512.0           6.6924E+00              6.6919E+00
  1513.0           6.6929E+00              6.6925E+00
  1514.0           6.6935E+00              6.6930E+00
  1515.0           6.6940E+00              6.6936E+00
  1516.0           6.6946E+00              6.6942E+00
  1517.0           6.6952E+00              6.6947E+00
  1518.0           6.6957E+00              6.6953E+00
  1519.0           6.6963E+00              6.6959E+00
  1520.0           6.6969E+00              6.6964E+00
  1521.0           6.6974E+00              6.6970E+00
  1522.0           6.6980E+00              6.6975E+00
  1523.0           6.6985E+00              6.6981E+00
  1524.0           6.6991E+00              6.6986E+00
  1525.0           6.6996E+00              6.6992E+00
  1526.0           6.7002E+00              6.6998E+00
  1527.0           6.7007E+00              6.7003E+00
  1528.0           6.7013E+00              6.7008E+00
  1529.0           6.7018E+00              6.7014E+00
  1530.0           6.7024E+00              6.7019E+00
  1531.0           6.7029E+00              6.7025E+00
  1532.0           6.7035E+00              6.7030E+00
  1533.0           6.7040E+00              6.7035E+00
  1534.0           6.7045E+00              6.7041E+00
  1535.0           6.7050E+00              6.7046E+00
  1536.0           6.7056E+00              6.7051E+00
  1537.0           6.7061E+00              6.7057E+00
  1538.0           6.7066E+00              6.7062E+00
  1539.0           6.7072E+00              6.7067E+00
  1540.0           6.7077E+00              6.7072E+00
  1541.0           6.7082E+00              6.7078E+00
  1542.0           6.7088E+00              6.7083E+00
  1543.0           6.7093E+00              6.7088E+00
  1544.0           6.7098E+00              6.7093E+00
  1545.0           6.7103E+00              6.7098E+00
  1546.0           6.7108E+00              6.7104E+00
  1547.0           6.7114E+00              6.7109E+00
  1548.0           6.7119E+00              6.7114E+00
  1549.0           6.7124E+00              6.7119E+00
  1550.0           6.7129E+00              6.7124E+00
  1551.0           6.7134E+00              6.7130E+00
  1552.0           6.7139E+00              6.7135E+00
  1553.0           6.7144E+00              6.7140E+00
  1554.0           6.7150E+00              6.7145E+00
  1555.0           6.7155E+00              6.7150E+00
  1556.0           6.7160E+00              6.7155E+00
  1557.0           6.7165E+00              6.7160E+00
  1558.0           6.7170E+00              6.7166E+00
  1559.0           6.7175E+00              6.7171E+00
  1560.0           6.7181E+00              6.7176E+00
  1561.0           6.7186E+00              6.7181E+00
  1562.0           6.7191E+00              6.7186E+00
  1563.0           6.7196E+00              6.7192E+00
  1564.0           6.7202E+00              6.7197E+00
  1565.0           6.7207E+00              6.7202E+00
  1566.0           6.7212E+00              6.7208E+00
  1567.0           6.7218E+00              6.7213E+00
  1568.0           6.7223E+00              6.7218E+00
  1569.0           6.7228E+00              6.7223E+00
  1570.0           6.7234E+00              6.7229E+00
  1571.0           6.7239E+00              6.7235E+00
  1572.0           6.7245E+00              6.7240E+00
  1573.0           6.7250E+00              6.7245E+00
  1574.0           6.7256E+00              6.7251E+00
  1575.0           6.7261E+00              6.7256E+00
  1576.0           6.7267E+00              6.7262E+00
  1577.0           6.7273E+00              6.7268E+00
  1578.0           6.7279E+00              6.7274E+00
  1579.0           6.7284E+00              6.7280E+00
  1580.0           6.7290E+00              6.7285E+00
  1581.0           6.7296E+00              6.7292E+00
  1582.0           6.7302E+00              6.7298E+00
  1583.0           6.7308E+00              6.7304E+00
  1584.0           6.7314E+00              6.7309E+00
  1585.0           6.7320E+00              6.7315E+00
  1586.0           6.7327E+00              6.7322E+00
  1587.0           6.7333E+00              6.7328E+00
  1588.0           6.7339E+00              6.7334E+00
  1589.0           6.7345E+00              6.7340E+00
  1590.0           6.7351E+00              6.7346E+00
  1591.0           6.7358E+00              6.7353E+00
  1592.0           6.7364E+00              6.7359E+00
  1593.0           6.7370E+00              6.7365E+00
  1594.0           6.7376E+00              6.7372E+00
  1595.0           6.7383E+00              6.7378E+00
  1596.0           6.7389E+00              6.7385E+00
  1597.0           6.7396E+00              6.7391E+00
  1598.0           6.7402E+00              6.7397E+00
  1599.0           6.7408E+00              6.7404E+00
  1600.0           6.7415E+00              6.7410E+00
  1601.0           6.7422E+00              6.7417E+00
  1602.0           6.7428E+00              6.7423E+00
  1603.0           6.7434E+00              6.7430E+00
  1604.0           6.7441E+00              6.7436E+00
  1605.0           6.7447E+00              6.7443E+00
  1606.0           6.7454E+00              6.7449E+00
  1607.0           6.7461E+00              6.7456E+00
  1608.0           6.7467E+00              6.7462E+00
  1609.0           6.7474E+00              6.7469E+00
  1610.0           6.7480E+00              6.7475E+00
  1611.0           6.7487E+00              6.7482E+00
  1612.0           6.7494E+00              6.7489E+00
  1613.0           6.7500E+00              6.7495E+00
  1614.0           6.7507E+00              6.7502E+00
  1615.0           6.7513E+00              6.7508E+00
  1616.0           6.7520E+00              6.7515E+00
  1617.0           6.7527E+00              6.7522E+00
  1618.0           6.7533E+00              6.7528E+00
  1619.0           6.7540E+00              6.7535E+00
  1620.0           6.7546E+00              6.7541E+00
  1621.0           6.7553E+00              6.7548E+00
  1622.0           6.7560E+00              6.7555E+00
  1623.0           6.7566E+00              6.7561E+00
  1624.0           6.7573E+00              6.7568E+00
  1625.0           6.7579E+00              6.7574E+00
  1626.0           6.7586E+00              6.7581E+00
  1627.0           6.7592E+00              6.7588E+00
  1628.0           6.7599E+00              6.7594E+00
  1629.0           6.7605E+00              6.7600E+00
  1630.0           6.7612E+00              6.7607E+00
  1631.0           6.7619E+00              6.7614E+00
  1632.0           6.7625E+00              6.7620E+00
  1633.0           6.7631E+00              6.7626E+00
  1634.0           6.7638E+00              6.7633E+00
  1635.0           6.7644E+00              6.7639E+00
  1636.0           6.7651E+00              6.7646E+00
  1637.0           6.7657E+00              6.7652E+00
  1638.0           6.7663E+00              6.7659E+00
  1639.0           6.7670E+00              6.7665E+00
  1640.0           6.7676E+00              6.7671E+00
  1641.0           6.7683E+00              6.7678E+00
  1642.0           6.7689E+00              6.7684E+00
  1643.0           6.7695E+00              6.7690E+00
  1644.0           6.7701E+00              6.7696E+00
  1645.0           6.7707E+00              6.7703E+00
  1646.0           6.7714E+00              6.7709E+00
  1647.0           6.7720E+00              6.7715E+00
  1648.0           6.7726E+00              6.7721E+00
  1649.0           6.7732E+00              6.7727E+00
  1650.0           6.7738E+00              6.7733E+00
  1651.0           6.7745E+00              6.7740E+00
  1652.0           6.7750E+00              6.7745E+00
  1653.0           6.7756E+00              6.7751E+00
  1654.0           6.7762E+00              6.7757E+00
  1655.0           6.7768E+00              6.7763E+00
  1656.0           6.7774E+00              6.7769E+00
  1657.0           6.7780E+00              6.7775E+00
  1658.0           6.7786E+00              6.7781E+00
  1659.0           6.7791E+00              6.7786E+00
  1660.0           6.7797E+00              6.7792E+00
  1661.0           6.7803E+00              6.7798E+00
  1662.0           6.7809E+00              6.7804E+00
  1663.0           6.7814E+00              6.7809E+00
  1664.0           6.7820E+00              6.7815E+00
  1665.0           6.7825E+00              6.7820E+00
  1666.0           6.7831E+00              6.7826E+00
  1667.0           6.7836E+00              6.7831E+00
  1668.0           6.7842E+00              6.7837E+00
  1669.0           6.7847E+00              6.7842E+00
  1670.0           6.7852E+00              6.7847E+00
  1671.0           6.7858E+00              6.7853E+00
  1672.0           6.7863E+00              6.7858E+00
  1673.0           6.7868E+00              6.7863E+00
  1674.0           6.7873E+00              6.7868E+00
  1675.0           6.7878E+00              6.7873E+00
  1676.0           6.7883E+00              6.7878E+00
  1677.0           6.7888E+00              6.7883E+00
  1678.0           6.7893E+00              6.7888E+00
  1679.0           6.7898E+00              6.7892E+00
  1680.0           6.7902E+00              6.7897E+00
  1681.0           6.7907E+00              6.7902E+00
  1682.0           6.7912E+00              6.7907E+00
  1683.0           6.7917E+00              6.7911E+00
  1684.0           6.7921E+00              6.7916E+00
  1685.0           6.7926E+00              6.7920E+00
  1686.0           6.7930E+00              6.7925E+00
  1687.0           6.7935E+00              6.7930E+00
  1688.0           6.7939E+00              6.7934E+00
  1689.0           6.7944E+00              6.7938E+00
  1690.0           6.7948E+00              6.7943E+00
  1691.0           6.7953E+00              6.7947E+00
  1692.0           6.7957E+00              6.7952E+00
  1693.0           6.7961E+00              6.7956E+00
  1694.0           6.7965E+00              6.7960E+00
  1695.0           6.7970E+00              6.7964E+00
  1696.0           6.7974E+00              6.7969E+00
  1697.0           6.7978E+00              6.7973E+00
  1698.0           6.7982E+00              6.7977E+00
  1699.0           6.7987E+00              6.7981E+00
  1700.0           6.7991E+00              6.7986E+00
  1701.0           6.7995E+00              6.7990E+00
  1702.0           6.7999E+00              6.7994E+00
  1703.0           6.8003E+00              6.7998E+00
  1704.0           6.8007E+00              6.8002E+00
  1705.0           6.8012E+00              6.8006E+00
  1706.0           6.8016E+00              6.8011E+00
  1707.0           6.8020E+00              6.8015E+00
  1708.0           6.8024E+00              6.8019E+00
  1709.0           6.8028E+00              6.8023E+00
  1710.0           6.8032E+00              6.8027E+00
  1711.0           6.8036E+00              6.8031E+00
  1712.0           6.8040E+00              6.8035E+00
  1713.0           6.8044E+00              6.8039E+00
  1714.0           6.8048E+00              6.8043E+00
  1715.0           6.8052E+00              6.8047E+00
  1716.0           6.8056E+00              6.8051E+00
  1717.0           6.8060E+00              6.8055E+00
  1718.0           6.8064E+00              6.8059E+00
  1719.0           6.8068E+00              6.8063E+00
  1720.0           6.8072E+00              6.8067E+00
  1721.0           6.8076E+00              6.8071E+00
  1722.0           6.8080E+00              6.8075E+00
  1723.0           6.8084E+00              6.8078E+00
  1724.0           6.8088E+00              6.8082E+00
  1725.0           6.8092E+00              6.8086E+00
  1726.0           6.8096E+00              6.8090E+00
  1727.0           6.8100E+00              6.8094E+00
  1728.0           6.8103E+00              6.8098E+00
  1729.0           6.8107E+00              6.8102E+00
  1730.0           6.8111E+00              6.8106E+00
  1731.0           6.8115E+00              6.8110E+00
  1732.0           6.8119E+00              6.8114E+00
  1733.0           6.8123E+00              6.8118E+00
  1734.0           6.8127E+00              6.8121E+00
  1735.0           6.8131E+00              6.8125E+00
  1736.0           6.8135E+00              6.8129E+00
  1737.0           6.8139E+00              6.8133E+00
  1738.0           6.8142E+00              6.8137E+00
  1739.0           6.8146E+00              6.8141E+00
  1740.0           6.8150E+00              6.8145E+00
  1741.0           6.8154E+00              6.8149E+00
  1742.0           6.8158E+00              6.8152E+00
  1743.0           6.8162E+00              6.8156E+00
  1744.0           6.8165E+00              6.8160E+00
  1745.0           6.8169E+00              6.8164E+00
  1746.0           6.8173E+00              6.8168E+00
  1747.0           6.8177E+00              6.8172E+00
  1748.0           6.8181E+00              6.8175E+00
  1749.0           6.8185E+00              6.8179E+00
  1750.0           6.8188E+00              6.8183E+00
  1751.0           6.8193E+00              6.8187E+00
  1752.0           6.8196E+00              6.8191E+00
  1753.0           6.8200E+00              6.8195E+00
  1754.0           6.8204E+00              6.8198E+00
  1755.0           6.8208E+00              6.8202E+00
  1756.0           6.8212E+00              6.8206E+00
  1757.0           6.8216E+00              6.8210E+00
  1758.0           6.8219E+00              6.8214E+00
  1759.0           6.8223E+00              6.8218E+00
  1760.0           6.8227E+00              6.8221E+00
  1761.0           6.8231E+00              6.8225E+00
  1762.0           6.8235E+00              6.8229E+00
  1763.0           6.8239E+00              6.8233E+00
  1764.0           6.8243E+00              6.8237E+00
  1765.0           6.8246E+00              6.8241E+00
  1766.0           6.8250E+00              6.8245E+00
  1767.0           6.8254E+00              6.8249E+00
  1768.0           6.8258E+00              6.8252E+00
  1769.0           6.8262E+00              6.8256E+00
  1770.0           6.8266E+00              6.8260E+00
  1771.0           6.8270E+00              6.8264E+00
  1772.0           6.8274E+00              6.8268E+00
  1773.0           6.8278E+00              6.8272E+00
  1774.0           6.8281E+00              6.8276E+00
  1775.0           6.8285E+00              6.8280E+00
  1776.0           6.8289E+00              6.8284E+00
  1777.0           6.8293E+00              6.8288E+00
  1778.0           6.8297E+00              6.8291E+00
  1779.0           6.8301E+00              6.8295E+00
  1780.0           6.8305E+00              6.8299E+00
  1781.0           6.8309E+00              6.8303E+00
  1782.0           6.8313E+00              6.8307E+00
  1783.0           6.8317E+00              6.8311E+00
  1784.0           6.8321E+00              6.8315E+00
  1785.0           6.8325E+00              6.8319E+00
  1786.0           6.8329E+00              6.8323E+00
  1787.0           6.8333E+00              6.8327E+00
  1788.0           6.8337E+00              6.8331E+00
  1789.0           6.8341E+00              6.8335E+00
  1790.0           6.8345E+00              6.8339E+00
  1791.0           6.8349E+00              6.8343E+00
  1792.0           6.8353E+00              6.8347E+00
  1793.0           6.8357E+00              6.8351E+00
  1794.0           6.8361E+00              6.8355E+00
  1795.0           6.8365E+00              6.8359E+00
  1796.0           6.8369E+00              6.8363E+00
  1797.0           6.8373E+00              6.8367E+00
  1798.0           6.8377E+00              6.8371E+00
  1799.0           6.8381E+00              6.8375E+00
  1800.0           6.8385E+00              6.8379E+00
  1801.0           6.8389E+00              6.8383E+00
  1802.0           6.8393E+00              6.8387E+00
  1803.0           6.8397E+00              6.8391E+00
  1804.0           6.8401E+00              6.8395E+00
  1805.0           6.8405E+00              6.8399E+00
  1806.0           6.8409E+00              6.8403E+00
  1807.0           6.8413E+00              6.8407E+00
  1808.0           6.8417E+00              6.8411E+00
  1809.0           6.8421E+00              6.8415E+00
  1810.0           6.8425E+00              6.8419E+00
  1811.0           6.8430E+00              6.8424E+00
  1812.0           6.8434E+00              6.8428E+00
  1813.0           6.8438E+00              6.8432E+00
  1814.0           6.8442E+00              6.8436E+00
  1815.0           6.8446E+00              6.8440E+00
  1816.0           6.8450E+00              6.8444E+00
  1817.0           6.8454E+00              6.8448E+00
  1818.0           6.8458E+00              6.8452E+00
  1819.0           6.8462E+00              6.8456E+00
  1820.0           6.8466E+00              6.8460E+00
  1821.0           6.8470E+00              6.8464E+00
  1822.0           6.8474E+00              6.8468E+00
  1823.0           6.8478E+00              6.8472E+00
  1824.0           6.8483E+00              6.8476E+00
  1825.0           6.8487E+00              6.8480E+00
  1826.0           6.8491E+00              6.8485E+00
  1827.0           6.8495E+00              6.8489E+00
  1828.0           6.8499E+00              6.8493E+00
  1829.0           6.8503E+00              6.8497E+00
  1830.0           6.8507E+00              6.8501E+00
  1831.0           6.8511E+00              6.8505E+00
  1832.0           6.8516E+00              6.8509E+00
  1833.0           6.8520E+00              6.8513E+00
  1834.0           6.8524E+00              6.8517E+00
  1835.0           6.8528E+00              6.8522E+00
  1836.0           6.8532E+00              6.8526E+00
  1837.0           6.8536E+00              6.8530E+00
  1838.0           6.8541E+00              6.8534E+00
  1839.0           6.8545E+00              6.8538E+00
  1840.0           6.8549E+00              6.8542E+00
  1841.0           6.8553E+00              6.8547E+00
  1842.0           6.8557E+00              6.8551E+00
  1843.0           6.8562E+00              6.8555E+00
  1844.0           6.8566E+00              6.8559E+00
  1845.0           6.8570E+00              6.8563E+00
  1846.0           6.8574E+00              6.8568E+00
  1847.0           6.8579E+00              6.8572E+00
  1848.0           6.8583E+00              6.8576E+00
  1849.0           6.8587E+00              6.8580E+00
  1850.0           6.8591E+00              6.8585E+00
  1851.0           6.8596E+00              6.8589E+00
  1852.0           6.8600E+00              6.8593E+00
  1853.0           6.8604E+00              6.8598E+00
  1854.0           6.8608E+00              6.8602E+00
  1855.0           6.8613E+00              6.8606E+00
  1856.0           6.8617E+00              6.8611E+00
  1857.0           6.8621E+00              6.8615E+00
  1858.0           6.8626E+00              6.8619E+00
  1859.0           6.8630E+00              6.8623E+00
  1860.0           6.8634E+00              6.8628E+00
  1861.0           6.8639E+00              6.8632E+00
  1862.0           6.8643E+00              6.8636E+00
  1863.0           6.8647E+00              6.8641E+00
  1864.0           6.8652E+00              6.8645E+00
  1865.0           6.8656E+00              6.8649E+00
  1866.0           6.8661E+00              6.8654E+00
  1867.0           6.8665E+00              6.8658E+00
  1868.0           6.8669E+00              6.8663E+00
  1869.0           6.8674E+00              6.8667E+00
  1870.0           6.8678E+00              6.8671E+00
  1871.0           6.8683E+00              6.8676E+00
  1872.0           6.8687E+00              6.8680E+00
  1873.0           6.8691E+00              6.8684E+00
  1874.0           6.8696E+00              6.8689E+00
  1875.0           6.8700E+00              6.8693E+00
  1876.0           6.8705E+00              6.8698E+00
  1877.0           6.8709E+00              6.8702E+00
  1878.0           6.8713E+00              6.8707E+00
  1879.0           6.8718E+00              6.8711E+00
  1880.0           6.8722E+00              6.8715E+00
  1881.0           6.8727E+00              6.8720E+00
  1882.0           6.8731E+00              6.8724E+00
  1883.0           6.8736E+00              6.8729E+00
  1884.0           6.8740E+00              6.8733E+00
  1885.0           6.8745E+00              6.8738E+00
  1886.0           6.8749E+00              6.8742E+00
  1887.0           6.8754E+00              6.8747E+00
  1888.0           6.8758E+00              6.8751E+00
  1889.0           6.8763E+00              6.8756E+00
  1890.0           6.8767E+00              6.8760E+00
  1891.0           6.8772E+00              6.8765E+00
  1892.0           6.8776E+00              6.8769E+00
  1893.0           6.8781E+00              6.8774E+00
  1894.0           6.8785E+00              6.8778E+00
  1895.0           6.8790E+00              6.8783E+00
  1896.0           6.8795E+00              6.8788E+00
  1897.0           6.8799E+00              6.8792E+00
  1898.0           6.8804E+00              6.8797E+00
  1899.0           6.8808E+00              6.8801E+00
  1900.0           6.8813E+00              6.8806E+00
  1901.0           6.8818E+00              6.8811E+00
  1902.0           6.8822E+00              6.8815E+00
  1903.0           6.8827E+00              6.8820E+00
  1904.0           6.8832E+00              6.8824E+00
  1905.0           6.8836E+00              6.8829E+00
  1906.0           6.8841E+00              6.8834E+00
  1907.0           6.8846E+00              6.8838E+00
  1908.0           6.8850E+00              6.8843E+00
  1909.0           6.8855E+00              6.8847E+00
  1910.0           6.8860E+00              6.8852E+00
  1911.0           6.8865E+00              6.8857E+00
  1912.0           6.8869E+00              6.8862E+00
  1913.0           6.8874E+00              6.8866E+00
  1914.0           6.8879E+00              6.8871E+00
  1915.0           6.8883E+00              6.8876E+00
  1916.0           6.8888E+00              6.8881E+00
  1917.0           6.8893E+00              6.8886E+00
  1918.0           6.8898E+00              6.8890E+00
  1919.0           6.8903E+00              6.8895E+00
  1920.0           6.8907E+00              6.8900E+00
  1921.0           6.8912E+00              6.8905E+00
  1922.0           6.8917E+00              6.8910E+00
  1923.0           6.8922E+00              6.8914E+00
  1924.0           6.8927E+00              6.8919E+00
  1925.0           6.8932E+00              6.8924E+00
  1926.0           6.8937E+00              6.8929E+00
  1927.0           6.8942E+00              6.8934E+00
  1928.0           6.8947E+00              6.8939E+00
  1929.0           6.8952E+00              6.8944E+00
  1930.0           6.8957E+00              6.8949E+00
  1931.0           6.8962E+00              6.8954E+00
  1932.0           6.8967E+00              6.8959E+00
  1933.0           6.8972E+00              6.8964E+00
